2022/12/05 17:03:49.060	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	C:/Users/Student/AppData/LocalLow/DefaultCompany/desktopRobot/study_data/practice_scene/Trajectories	UnityEngine.Debug:Log (object)\n PracticeSceneUI:Start () (at Assets/PracticeSceneUI.cs:56)\n 	
2022/12/05 17:04:38.900	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	C:/Users/Student/AppData/LocalLow/DefaultCompany/desktopRobot/study_data/exercise_scene/Trajectories	UnityEngine.Debug:Log (object)\n PracticeSceneUI:Start () (at Assets/PracticeSceneUI.cs:56)\n 	
2022/12/05 17:05:56.562	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n UnityEngine.EventSystems.EventSystem:Update () (at Library/PackageCache/com.unity.ugui@1.0.0/Runtime/EventSystem/EventSystem.cs:501)\n 	
2022/12/05 17:06:36.268	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:06:37.578	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:06:38.811	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:06:39.554	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:06:40.381	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:06:41.365	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	Making Follow target the current object	UnityEngine.Debug:Log (object)\n RuntimeGizmos.TransformGizmo:HighlightTarget (UnityEngine.Transform) (at Assets/RuntimeGizmo/TransformGizmo.cs:727)\n PracticeSceneUI:ShowGizmo () (at Assets/PracticeSceneUI.cs:382)\n PracticeSceneUI/<GripperCoroutine>d__58:MoveNext () (at Assets/PracticeSceneUI.cs:396)\n UnityEngine.SetupCoroutine:InvokeMoveNext (System.Collections.IEnumerator,intptr)\n 	
2022/12/05 17:12:29.725	ae038afbf5bda090636b3f79c953cfc4b28e2fbc	Windows 10  (10.0.19044) 64bit (Editor)	Log	C:/Users/Student/AppData/LocalLow/DefaultCompany/desktopRobot/study_data/practice_scene/Trajectories	UnityEngine.Debug:Log (object)\n PracticeSceneUI:Start () (at Assets/PracticeSceneUI.cs:56)\n 	
